layer	latent	clinical_exp	model
20	14498	"""Medication usage instructions or warnings, particularly those involving concurrent activities or interactions."""	9B
20	14500	"""The model is activated by the presence of quotation marks or parentheses, often indicating the start or end of a quotation, a parenthetical remark, or a list item, particularly in the context of medical history or patient information."""	9B
20	14501	"""Anatomical locations or directions, particularly those related to the cardiovascular system."""	9B
20	14502	"""The term \""function\"" is highly activated when referring to the functional status of an organ or system, particularly the heart or kidney."""	9B
20	14503	"""Medical procedures or diagnostic methods, often involving minimally invasive techniques or imaging technologies."""	9B
20	14504	"""The activation patterns are associated with the comma (\"",\"") character, often used in conjunction with a left angle bracket or a colon (\"":\""), typically in the context of providing contact information or scheduling appointments."""	9B
20	14505	"""Periods and sentence-ending punctuation marks, as well as words immediately preceding or following them, tend to have higher activation levels."""	9B
20	14507	"""Medical terms or phrases, particularly those related to diagnoses, procedures, or anatomical structures."""	9B
20	14508	"""Medical history, diagnoses, procedures, and instructions, particularly those related to patient conditions, treatments, and examinations."""	9B
20	14510	"""The model is activated by tokens related to subjective feelings, emotions, or physical sensations, often expressed by the patient."""	9B
20	14512	"""The token \""step\"" is highly activated when referring to a transfer or movement to a less intensive care unit, often denoted as a \""step down\"" unit, but also activated in other contexts where \""step\"" is used metaphorically or literally, albeit to a lesser degree."""	9B
20	14513	"""Medical terms or phrases, often describing specific conditions, anatomical features, or measurements, particularly those related to medical imaging or diagnostic findings."""	9B
20	14514	"""Medication names, medical instructions, or medical conditions."""	9B
20	14515	"""Oxygen saturation levels, often denoted as \""SpO2\"" or \""O2 saturation\"", and the numerical values associated with these measurements."""	9B
20	14516	"""The term \""long-term\"" is consistently activated across various medical contexts, indicating a pattern of association with prolonged treatment, management, or prognosis."""	9B
20	14518	"""Time, date, or measurement values, often including units or separators."""	9B
20	14521	"""Medical terms or phrases describing specific conditions, treatments, or physical examination findings."""	9B
20	14522	"""Percentages, often in the context of medical test results or diagnoses."""	9B
20	14523	"""Terms related to anatomical planes or axes, particularly those used in medical imaging."""	9B
20	14527	"""The presence of the word \""print\"" or its variants, often in the context of creating or providing physical copies of information."""	9B
20	14529	"""The term \""version\"" is highly activated when referring to a specific form or iteration of something, such as a medication, medical procedure, or medical condition, but its activation level decreases when used in more general or idiomatic expressions."""	9B
20	14530	"""The phrase \""responsible for\"" is a key pattern, with \""responsible\"" often being the primary token of interest, indicating causality or accountability."""	9B
20	14531	"""The verb \""have\"" or \""having\"" when used in the context of a patient's experience, condition, or medical procedure."""	9B
20	14533	"""The model is activated by verbs indicating successful treatment, management, or resolution of medical conditions."""	9B
20	14534	"""The model is activated by phrases indicating a challenge or problem, often signified by words like \""difficulty\"" or prepositions like \""with\"", \""while\"", \""to\"", and \""before\"", which typically precede or follow a verb or action, highlighting a specific issue or obstacle."""	9B
20	14535	"""Phrases that express uncertainty or inquiry, often containing the word \""questions\"" or phrases that prompt the reader to seek clarification or guidance."""	9B
20	14536	"""Medical interventions, treatments, or procedures."""	9B
20	14542	"""Tokens that are part of a delimiter or immediately adjacent to a delimiter, often indicating the start or end of a specific notation or formatting."""	9B
20	14543	"""Numerical values, particularly those related to measurements or dosages."""	9B
20	14546	"""Punctuation marks and conjunctions that separate or connect symptoms, medical conditions, or other relevant information in a patient's medical history or review of systems."""	9B
20	14547	"""The presence of the words \""especially\"" or \""particularly\"" followed by a prepositional phrase indicating location or condition, often highlighting a specific aspect or area of concern."""	9B
20	14549	"""Medical devices or procedures, particularly those related to catheters."""	9B
20	14550	"""Tokens that are part of a timestamp, a delimiter, or a punctuation mark, especially when used in a medical or clinical context."""	9B
20	14558	"""Units of measurement, medical abbreviations, and specific medical terms."""	9B
20	14559	"""Phrases indicating composition or constitution, typically introduced by words such as \""consist\"", \""consisting\"", \""comprised\"", or \""constituted\"", often followed by \""of\""."""	9B
20	14560	"""Postoperative care and management, particularly removal or discontinuation of medical devices or treatments."""	9B
20	14561	"""Numerical values, particularly those indicating quantities or measurements."""	9B
20	14564	"""Medication names and their concentrations, particularly camphor and menthol."""	9B
20	14567	"""The phrase \""the rest of\"" is consistently activated across all snippets, indicating that the model is recognizing this specific sequence of words as a pattern."""	9B
20	14568	"""Medical terms related to respiratory or ventilation systems, or words that can be related to air or breathing."""	9B
20	14569	"""The model is activated by tokens that are part of a medical prescription or a medical history notation, particularly when they are part of a structured format with abbreviations and symbols."""	9B
20	14570	"""The presence of a numerical value, specifically the digit \""0\"", within a larger numerical quantity, often representing a count or measurement, particularly in the context of medical test results or bacterial cultures."""	9B
20	14572	"""The activation patterns are associated with the presence of a hyphen (-) or a forward slash (/) used as a separator in medication names or lists, often in the context of prescriptions or medical instructions."""	9B
20	14574	"""Sequences describing medical conditions, symptoms, or personal histories, excluding lab results and medical tests."""	9B
20	14575	"""Percentages or units of measurement."""	9B
20	14576	"""Punctuation marks."""	9B
20	14579	"""The word \""summer\"" is consistently activated across various contexts, suggesting that the model is recognizing the word itself as a key concept, rather than its semantic meaning being tied to a specific context or topic."""	9B
20	14580	"""The model is activated by tokens indicating a normal or resolved condition, often in a medical context."""	9B
20	14582	"""Units of measurement, particularly milligrams (mg), and numerical values, often in the context of medication dosages."""	9B
20	14583	"""Family relationships or family medical history."""	9B
20	14584	"""Medication instructions or prescriptions, particularly those specifying dosage or administration frequency."""	9B
20	14585	"""Medical terms or phrases, particularly those related to health conditions, treatments, or biological concepts."""	9B
20	14586	"""The model is activated by tokens that indicate purpose or intention, often in the context of medical treatment or management, typically introduced by prepositions \""to\"", \""for\"", or phrases like \""in order to\""."""	9B
20	14588	"""Punctuation marks and common function words that facilitate the flow of medical information."""	9B
20	14590	"""Postoperative care and recovery, particularly removal of medical devices and management of the patient's condition after surgery."""	9B
20	14592	"""The activation pattern is associated with the comma token when it is used to indicate a transition or a continuation in the narrative, often preceding a significant event or a new piece of information in the patient's hospitalization or treatment."""	9B
20	14593	"""Neurological examination findings, particularly those related to cognitive function and sensory/motor assessment."""	9B
20	14595	"""The token \""however\"" is consistently activated across all snippets, indicating that the model is recognizing this token as a key indicator of a pattern, specifically the use of transitional phrases or words that introduce a contrasting idea."""	9B
20	14597	"""Temporal indicators of event onset or change in condition, often marking the beginning of a significant event or symptom."""	9B
20	14599	"""Measurements, particularly those in the format of \""x\"" or \""/\"" used to describe dimensions or ratios."""	9B
20	14600	"""Instructions or actions to be taken by the patient, particularly those involving communication with medical professionals or seeking immediate medical attention."""	9B
20	14601	"""The term \""discharge\"" in the context of patient release or transfer from a medical facility."""	9B
20	14602	"""The term \""linear\"" in a medical imaging context."""	9B
20	14604	"""Medication instructions or dosages, including phrases indicating frequency, quantity, or administration method."""	9B
20	14605	"""The preposition \""over\"" is consistently activated, often in the context of describing a period of time or change, and is sometimes accompanied by activation of the definite article \""the\"" and occasionally the preposition \""of\""."""	9B
20	14606	"""Time-related information, including expectations, schedules, and temporal relationships, particularly those related to patient care, treatment, and follow-up."""	9B
20	14607	"""Medical history or past diagnoses."""	9B
20	14610	"""Bodily functions or health issues related to vomiting, urination, or bowel movements, as well as certain medical conditions such as cancers."""	9B
20	14614	"""Medical terms or phrases indicating measurement, adjustment, or assessment, often involving quantitative or comparative values."""	9B
20	14616	"""The model is activated by tokens indicating a change or comparison in a medical condition or image, often using words like \""changed\"", \""unchanged\"", \""increased\"", or \""improved\"", typically in the context of medical imaging or patient assessment."""	9B
20	14617	"""The model is activated by phrases that instruct patients to visually inspect or look at a specific part of their body, often for signs of complications or to perform wound care."""	9B
20	14618	"""The model is activated by tokens referring to the subject of medical care, typically the patient, often abbreviated as \""Pt\"" or explicitly mentioned as \""patient\"", and occasionally referred to by other terms such as \""boy\"", \""Infant\"", or a single initial \""G\""."""	9B
20	14620	"""The model is activated by phrases indicating a patient's preference or dislike, often in the context of treatment or care."""	9B
20	14621	"""Instructions or advice related to taking medication."""	9B
20	14623	"""Medical or administrative terms, often referring to specific entities, roles, or substances, particularly those that are formal, technical, or specialized."""	9B
20	14624	"""Indications of improvement or reduction in a patient's condition, often in relation to treatment or medication."""	9B
20	14625	"""The model is activated by mentions of specific medical terms, particularly those related to laboratory values, diagnoses, or anatomical structures, often in the context of medical test results or patient conditions."""	9B
20	14626	"""Events or states marking significant transitions or turning points in a patient's medical treatment or condition, often involving changes in status, treatment, or outcome."""	9B
20	14628	"""The color green, often indicating a medical condition or bodily fluid with an abnormal green color, such as green sputum, drainage, or diarrhea, or a lab result with \""GREEN\"" in the name, with higher activation levels when \""green\"" is isolated and lower activation levels when \""green\"" is part of a larger phrase or appears in a list."""	9B
20	14629	"""The model is activated by phrases indicating a state of stability, maintenance, or preservation, often in a medical context, such as wound care or patient monitoring."""	9B
20	14630	"""Anatomical locations or body parts, particularly those related to medical imaging or diagnoses."""	9B
20	14631	"""Terms related to medical procedures, anatomical structures, or conditions, particularly those involving joints, bones, or surgical interventions."""	9B
20	14632	"""The activation levels are high for tokens that are part of the word \""ultrasound\"" or \""ulcer\"", indicating that the pattern is related to medical imaging or gastrointestinal issues."""	9B
20	14633	"""Actions or instructions to preserve or recover something, often in a medical context."""	9B
20	14634	"""The presence of the term \""allergies\"" or \""ERGIES\"" along with the context of known or unknown drug allergies."""	9B
20	14635	"""Medical terms, particularly those related to medical professionals, locations, treatments, and body parts, especially when they are specific and technical."""	9B
20	14636	"""The token \""there\"" is consistently activated when used as an existential indicator, often preceding a clause or phrase that provides additional information or context."""	9B
20	14637	"""The act of visiting, either by the patient or others, often in a medical or familial context."""	9B
20	14638	"""The presence of a question mark or the word \""As\"" within the delimiters, or the delimiters themselves being empty or containing a single word or phrase that is not clearly related to the surrounding context, suggests that the activation levels are high when the model is unsure or lacks information about the specific condition or detail being described."""	9B
20	14639	"""Periods (.) and other punctuation marks or special characters (#, <, >, br) that denote the end of a sentence, section, or item in a list, particularly in medical records or documentation."""	9B
20	14640	"""Numerical values, especially those related to time, dates, or measurements, and hyphens used in medical abbreviations or notation."""	9B
20	14641	"""Incarceration or imprisonment, including related concepts and phrases."""	9B
20	14642	"""The model is activated by tokens related to medication instructions, particularly those involving mixing, shaking, or chewing, as well as specific dosing frequencies."""	9B
20	14643	"""Definite articles (\""the\"", \""a\"") and possessive pronouns (\""your\"", \""his\"") that are part of a medical description or procedure."""	9B
20	14645	"""Medical terms, particularly those related to pregnancy, obstetrics, and medical specialties."""	9B
20	14646	"""The model is activated by pronouns and phrases indicating a person's ability, actions, or possessions, often in relation to their physical or mental state, or their interactions with their environment."""	9B
20	14647	"""The term \""delayed\"" in the context of medication release or a medical procedure being postponed."""	9B
20	14648	"""Descriptions of anatomical abnormalities or irregularities, particularly those related to elongation or linear features."""	9B
20	14653	"""Units of time, dosage instructions, and punctuation in medical prescriptions."""	9B
20	14654	"""Instructions or warnings about taking medication."""	9B
20	14655	"""The token \""cause\"" is consistently activated when describing a causal relationship between narcotic pain medication and constipation, while \""to\"" is activated in contexts where it is used to indicate a purpose or a consequence, often related to avoiding or mitigating a negative effect."""	9B
20	14659	"""Laboratory values, medical test names, or anatomical locations."""	9B
20	14662	"""Medical procedures or interventions, often indicated by phrases such as \""During the\"" or \""When she was taken to\""."""	9B
20	14665	"""The token \""intent\"" is activated when it refers to a deliberate purpose or goal, often in a medical context, but also in situations where a person's aim or objective is being described."""	9B
20	14666	"""The model is activated by the presence of certain function words, particularly \""to\"", \""that\"", and \""as\"", which are often used to introduce clauses or phrases, especially in formal or medical writing."""	9B
20	14667	"""The model is activated by phrases indicating an opportunity or chance for a particular action or event to occur, often in the context of medical treatment or patient care."""	9B
20	14668	"""Spanish words or phrases, particularly those related to medical conditions, treatments, or instructions."""	9B
20	14671	"""Administration or taking of medication."""	9B
20	14672	"""Medical conditions, procedures, or occupations."""	9B
20	14673	"""Transfers to specific hospital units or departments, often involving intensive or specialized care."""	9B
20	14676	"""The token \""what\"" is activated when it is used as a placeholder or a bridge to provide additional information or context, often to describe or explain a medical condition, symptom, or finding."""	9B
20	14677	"""The model is activated by mentions of \""energy\"" in the context of a patient's physical or mental state, often in relation to changes in energy levels, particularly decreases."""	9B
20	14678	"""Medical abbreviations, units of measurement, and formatting symbols used in medical documentation."""	9B
20	14679	"""Medication names, dosages, and administration instructions."""	9B
20	14680	"""The model is activated by tokens that indicate a causal or associative relationship, often denoting the origin, manner, or context of an event or condition, such as \""from\"", \""acquired\"", \""spontaneous\"", \""secondary\"", or \""or/have\"" in the context of symptoms or medical events."""	9B
20	14681	"""Medication names."""	9B
20	14684	"""Units of measurement, frequency, or dosage in medical prescriptions."""	9B
20	14686	"""The model is activated by phrases indicating transitions, movements, or changes in a patient's status or care, often involving the patient being transferred, moved, or requiring assistance."""	9B
20	14687	"""Tokens that are part of a unit of measurement, time, or a medical abbreviation, often denoted by a symbol or a suffix."""	9B
20	14691	"""Medical terms or words related to medical conditions, diagnoses, or procedures."""	9B
20	14698	"""Medical treatment, management, or procedures, including medication administration, weaning, and follow-up care."""	9B
20	14699	"""The presence of a \""+\"" symbol, often indicating a positive test result or a notable finding."""	9B
20	14701	"""The token \""exam\"" is activated when it is used as a heading for a section of text that contains information about a patient's physical examination or vital signs."""	9B
20	14703	"""Time-related information, specifically hours in a 12-hour or 24-hour clock format."""	9B
20	14705	"""The model is activated by medical terms, particularly those related to patient information, medical history, medications, and laboratory results, as well as certain keywords that indicate the start of a medical section or category."""	9B
20	14713	"""Terms related to first-time or initial conditions, diagnoses, or experiences, often indicating a primary or new status."""	9B
20	14715	"""Tokens that are part of numerical values or units, or tokens that are part of medical terminology or abbreviations, tend to have high activation levels, but the highest activation levels are associated with tokens that are part of numerical values."""	9B
20	14716	"""Decimal numbers in medical measurements."""	9B
20	14717	"""Adjectives describing medical findings or conditions, often indicating size, appearance, or severity."""	9B
20	14718	"""Medication instructions, particularly dosage and administration details."""	9B
20	14719	"""The model is activated by words related to medical evaluation, diagnosis, or assessment, particularly those with prefixes or suffixes indicating examination or evaluation, such as \""mineralization\"", \""readmission\"", \""evaluation\"", \""reassess\"", \""surgical\"", and \""remarkable\""."""	9B
20	14721	"""Days of the week, often in the context of medication schedules."""	9B
20	14722	"""Medication names, particularly those ending in \""-zone\"" or \""-one\"" and containing the substrings \""litaz\"" or \""glitaz\""."""	9B
20	14723	"""Medication names, particularly those with brand names or specific dosages."""	9B
20	14724	"""The token \""Left\"" is consistently activated when it appears at the beginning of a medical description or finding, often referring to a specific side or location of the body."""	9B
20	14725	"""Medication names, dosages, and administration instructions."""	9B
20	14726	"""The presence of the term \""valve\"", particularly in the context of aortic or mitral valve conditions."""	9B
20	14728	"""The model is activated by phrases indicating temporal or spatial coincidence, such as \""same day\"", \""that day\"", \""same morning\"", or \""same region\"", suggesting a pattern of highlighting concurrent or identical events, times, or locations."""	9B
20	14730	"""Medical measurements, units, or diagnostic tests."""	9B
20	14731	"""Colon symbol indicating a medical test or procedure result."""	9B
20	14734	"""Laboratory values and medical tests, particularly those related to blood and coagulation."""	9B
20	14735	"""Medication names."""	9B
20	14738	"""Examination of cranial nerves, particularly when referencing a range or specific cranial nerves."""	9B
20	14739	"""The token \""quickly\"" is consistently activated across all snippets, often in the context of rapid changes in a patient's condition, such as regaining consciousness, developing a fever, or responding to treatment, suggesting that the model is identifying instances of rapid or sudden events in medical narratives."""	9B
20	14740	"""Specialized medical departments or services."""	9B
20	14741	"""The letter \""B\"" is a highly activated token, often appearing in medical abbreviations or as part of a larger term, and is frequently accompanied by other activated tokens that form a medical term or abbreviation."""	9B
20	14742	"""The model is activated by mentions of Italian ethnicity or language, as well as a few isolated medical terms, but the Italian-related activations are consistently high across all snippets, suggesting that the model is primarily sensitive to indicators of Italian heritage."""	9B
20	14746	"""Numerical values, particularly those related to medical measurements or quantities, often in conjunction with their corresponding units."""	9B
20	14747	"""Medical terms or phrases, often with a focus on specific conditions, procedures, or anatomical features."""	9B
20	14751	"""Temperature measurements, often denoted as \""Tm\""."""	9B
20	14752	"""The term \""cloud\"" or its variants, often indicating unclear or obscured conditions, typically in a medical context, such as cloudy urine or clouded clinical picture, or figuratively, as in a cloudy mental state."""	9B
20	14753	"""Food and drink items, particularly those with health implications or dietary recommendations."""	9B
20	14755	"""Radiological findings, particularly those describing abnormalities in medical imaging, often involving terms related to signal intensity or density."""	9B
20	14756	"""The presence of the token \""Double\"" is highly activated, suggesting that the pattern is related to the token itself, rather than its context or surrounding tokens."""	9B
20	14759	"""Medical terms, abbreviations, or specific values within medical reports or procedures."""	9B
20	14760	"""Date representations in the format MM/DD/YYYY."""	9B
20	14761	"""The model is activated by phrases that indicate approximation, comparison, or uncertainty, often involving prepositions or conjunctions that introduce a clarifying or contrasting idea."""	9B
20	14763	"""Names of hospitals, medical facilities, or organizations, as well as words related to medical or healthcare settings."""	9B
20	14764	"""The activation levels are high for tokens that represent medical or health-related information, particularly vital signs, medical history, and employment status, but only when these terms are used in a medical context."""	9B
20	14765	"""The term \""format\"" or its variants, often used in the context of medical imaging, particularly when referring to the reformatting or reconstruction of images."""	9B
20	14766	"""Term \""African-American\"" ethnicity, and medical conditions"""	9B
20	14768	"""The token \""least\"" is consistently activated across various medical contexts, suggesting that the pattern is related to the presence of this specific word, regardless of the surrounding medical information."""	9B
20	14771	"""Terms related to the head, neck, and upper digestive system, particularly those associated with ENT (Ear, Nose, and Throat) examinations and symptoms."""	9B
20	14773	"""The activation patterns are associated with words or phrases that indicate a change, revision, or update in a medical record or procedure, often denoted by words such as \""addendum\"", \""revised\"", \""updated\"", \""improved\"", \""changed\"", or \""checked\""."""	9B
20	14774	"""The model is activated by tokens that are part of phrases indicating temporal or causal relationships, or that are part of medical terms or phrases, particularly those that are part of a diagnosis or a medical event."""	9B
20	14775	"""The model is activated by mentions of sleep or sleeping patterns."""	9B
20	14776	"""The presence of the prefix \""Emp-\"" or words starting with \""Emp-\"" often related to medical conditions or treatments, such as empyema, emphysema, or empiric treatment."""	9B
20	14778	"""Medical procedures or laboratory tests."""	9B
20	14780	"""Terms related to shock, particularly \""distributive\"" shock, and the concept of \""relative\"" risk or severity, often in the context of medical conditions or diagnoses."""	9B
20	14781	"""Medical service or department names, or terms indicating medical records or documentation."""	9B
20	14785	"""The model is activated by the presence of a comma or the substring \""op\"" often associated with orthopnea, a medical term for shortness of breath when lying down, which is a symptom of heart failure."""	9B
20	14786	"""The model is activated by mentions of beer consumption."""	9B
20	14787	"""The pattern of activation is associated with the verb \""offer\"" or its variants, indicating a proposal or provision of something, often in a medical context."""	9B
20	14788	"""Time periods or durations related to changes in patient behavior or medical history, often indicating cessation or initiation of habits."""	9B
20	14792	"""Units of time or measurement in medical prescriptions or patient data."""	9B
20	14794	"""Actions taken or arrangements made by medical professionals for patient care."""	9B
20	14795	"""The model is activated by tokens that indicate a request for or provision of additional information, often denoted by words like \""details\"", \""specifically\"", \""exact\"", or phrases that imply a desire for more precise data."""	9B
20	14796	"""The model is activated by medical terms, particularly those related to anatomy, medical procedures, or diagnoses, often when they are part of a specific medical concept or phrase."""	9B
20	14798	"""The term \""CHARGE\"" or phrases indicating a formal accusation or suspicion, often in a medical or legal context."""	9B
20	14799	"""The model is activated by tokens that indicate uncertainty, possibility, or probability, often used in medical contexts to express doubt or hedge diagnoses."""	9B
20	14800	"""Parentheses containing medical abbreviations or acronyms."""	9B
20	14802	"""The model is activated by the presence of medication names or instructions, particularly those containing the string \""janu\"" or \""resume\"", often in the context of medical treatment or medication regimens."""	9B
20	14805	"""Medical instructions, dosages, or administration frequencies, often including temporal or conditional information."""	9B
20	14807	"""Dosage amounts, particularly those in milligrams."""	9B
20	14808	"""Medical terms, particularly those related to diagnoses, medications, or medical procedures."""	9B
20	14809	"""Comparative expressions using \""less\"" and \""than\""."""	9B
20	14811	"""Phrases that introduce or connect diagnostic findings, test results, or medical evaluations."""	9B
20	14812	"""The model is activated by words or phrases that convey gentle, mild, or low intensity, often in a medical context, particularly when describing treatment, symptoms, or diagnoses."""	9B
20	14816	"""The term \""advanced\"" typically refers to a severe or late-stage condition, often in the context of a disease or medical condition, and occasionally \""highly\"" or \""pure\"" are used in similar contexts."""	9B
20	14818	"""The model is activated by medical terms or phrases, particularly those related to diagnoses, treatments, or medications, often with a focus on specific conditions or diseases."""	9B
20	14819	"""The token \""or\"" is highly activated when used to present alternatives or options."""	9B
20	14821	"""Medications, medical treatments, or medical devices."""	9B
20	14822	"""The token \""including\"" is consistently activated across various medical contexts, suggesting that it is a key word in phrases that enumerate or specify details, often in a medical or diagnostic setting."""	9B
20	14823	"""The model is activated by the presence of the token \""commands\"" which is often used to assess a patient's responsiveness and ability to follow instructions."""	9B
20	14824	"""Medical terms, diagnoses, lab results, and medical history."""	9B
20	14826	"""Medical terms or phrases, often with a suffix or prefix, that provide specific diagnostic or descriptive information."""	9B
20	14832	"""Numerical values, units, and medication names or dosages."""	9B
20	14836	"""Medical conditions, symptoms, and health-related warnings or advice."""	9B
20	14838	"""The token \""with\"" is activated when it is used to introduce a secondary condition, complication, or associated finding in a medical context."""	9B
20	14840	"""Medical terms, diagnoses, or conditions, often with a focus on specific words or parts of words that are relevant to the medical context."""	9B
20	14841	"""The term \""structurally\"" is highly activated when describing the normal appearance of heart valve leaflets."""	9B
20	14843	"""Prepositions or conjunctions that connect or introduce phrases, often indicating relationships between entities or actions."""	9B
20	14844	"""The term \""health\"" is a key concept that triggers high activation levels, regardless of its grammatical or semantic context."""	9B
20	14846	"""The term \""key\"" is consistently activated when it is used to signify importance, relevance, or a crucial aspect of a situation, often in the context of medical information, relationships, or problem-solving."""	9B
20	14847	"""The model is activated by medical terms, diagnoses, and phrases that are clinically significant, often indicating a condition, treatment, or test result."""	9B
20	14848	"""The phrase \""Given [the/his/this]\"" is consistently activated, indicating that the model is recognizing this specific phrase as a pattern, often used to introduce a consideration or a conclusion based on previous information."""	9B
20	14849	"""Second-person pronouns and verb conjugations used in direct address to patients, typically in discharge instructions or expressions of care."""	9B
20	14850	"""Medical terms or words related to medical procedures, devices, or anatomy."""	9B
20	14852	"""Periods following numbers, often indicating a list or dosage instruction in medical prescriptions."""	9B
20	14853	"""Medical terms or phrases that describe a patient's condition, examination, or demographic information."""	9B
20	14855	"""The activation patterns are associated with the mention of a person's age, particularly when it is explicitly stated as \""at age\"" or \""age\"" followed by a numerical value, often in the context of family medical history or a person's death."""	9B
20	14856	"""Medical terms, abbreviations, or words related to medical treatment, procedures, or patient information."""	9B
20	14858	"""Medical procedures, complications, or anatomical locations."""	9B
20	14859	"""Medical terms or phrases describing cardiovascular conditions, procedures, or findings."""	9B
20	14860	"""Numerical values and associated units or descriptions, particularly those related to medical measurements and vital signs."""	9B
20	14861	"""Medication names, dosages, and medical abbreviations."""	9B
20	14862	"""The token \""cover\"" or its variants, often in the context of providing protection or treatment, such as covering a wound or covering a patient against infection."""	9B
20	14865	"""Conjunctions and disjunctions, specifically the words \""and\"" and \""or\"", when used to connect medical findings or conditions."""	9B
20	14866	"""Examination of the neck and related structures, including the thyroid gland."""	9B
20	14867	"""Tokens related to scheduling or follow-up instructions, particularly those containing \""@\"" or the word \""Follow\""."""	9B
20	14871	"""Dispensing instructions or medication labels."""	9B
20	14872	"""Numerical values, particularly those related to medical measurements, dosages, or quantities."""	9B
20	14873	"""Medical terms or phrases, particularly those related to diagnoses, medications, or medical instructions, tend to have high activation levels, while non-medical terms or phrases have lower activation levels, but the term \""Chew\"" is an exception, having high activation levels when referring to chewable medications."""	9B
20	14874	"""Medication names or components."""	9B
20	14875	"""Numerical values, particularly those related to vital signs, medical measurements, and dosages."""	9B
20	14877	"""Ampersand (&) or hash (#) symbols, often used in medical notation or abbreviations."""	9B
20	14879	"""The token \""against\"" is consistently activated when it is used in the context of opposing a force, such as medical advice or gravity, indicating that the model is recognizing a pattern of opposition or contrast."""	9B
20	14880	"""Actions, changes, or events in time, often marked by transitions or shifts in a patient's condition or behavior."""	9B
20	14883	"""The term \""technique\"" is consistently activated when referring to the methodology or approach used in medical imaging, often in the context of comparing or accounting for differences between images."""	9B
20	14884	"""Medical diagnoses, lab tests, and medical terminology."""	9B
20	14885	"""The activation patterns are associated with the verb \""choose\"" in various forms, indicating that the model is sensitive to expressions of patient autonomy and decision-making."""	9B
20	14887	"""The model is activated by words or phrases that convey a sense of medical condition, treatment, or recommendation, particularly those that are emphasized or highlighted in the text, often in the context of patient care or medical history."""	9B
20	14888	"""The token \""infra\"" is consistently activated when it is part of a medical term referring to a location below a certain anatomical structure, often in the context of imaging or surgical findings."""	9B
20	14889	"""Medical terms, particularly those related to medication, medical services, or medical devices, often with a focus on specific words or phrases that are part of a larger medical term or instruction."""	9B
20	14890	"""The term \""Ventricle\"" in the context of heart measurements."""	9B
20	14892	"""Medical terms, diagnoses, treatments, or medications, often related to cardiovascular or internal medicine conditions."""	9B
20	14893	"""Prepositions or words indicating location, timing, or sequence, often used to describe medical procedures, test results, or patient conditions."""	9B
20	14894	"""The presence of the token \""Data\"" is highly representative of the pattern, indicating that the model is activated by the term \""Data\"" itself, regardless of context."""	9B
20	14895	"""Medical terminology, dosages, and units of measurement, particularly in the context of medication administration and medical procedures."""	9B
20	14896	"""Medical record sections, particularly those related to patient information, allergies, and medical history."""	9B
20	14897	"""The term \""match\"" or its variants, often indicating a balance or equivalence, particularly in medical contexts such as fluid balance, transplant matching, or diagnostic correlation."""	9B
20	14898	"""Specific food items or ingredients, particularly those related to dietary restrictions or recommendations."""	9B
20	14902	"""Loud or intense vocalizations, often indicating distress, pain, or urgency."""	9B
20	14905	"""Phrases indicating a basis or source of information, often introduced by \""based on\"" or \""according to\""."""	9B
20	14907	"""Hospital course and medical procedures, including admissions, surgeries, and test results."""	9B
20	14908	"""Medical terms, phrases, or words related to patient information, medical procedures, or treatment, especially when they are nouns or noun phrases."""	9B
20	14911	"""Cognitive function assessments, particularly those related to orientation, recall, and language abilities."""	9B
20	14912	"""The term \""invasive\"" or its negation, often in the context of medical procedures or ventilation."""	9B
20	14913	"""Activities of daily living, patient care, and elderly or geriatric-related information."""	9B
20	14914	"""The model is activated by the presence of \""STATUS\"" and \""CONDITION\"" keywords, particularly when they are part of a discharge or code status update, often accompanied by a colon (:) and sometimes a specific value or description."""	9B
20	14916	"""Tokens that are part of a medical term, measurement, or a specific notation, often used in medical records or prescriptions."""	9B
20	14917	"""Electrocardiogram (EKG) findings and related heart conditions."""	9B
20	14918	"""The activation patterns are associated with the verb \""enjoy\"" or its variations, indicating a consistent representation of leisure or pleasure-related activities."""	9B
20	14919	"""The presence of the word \""question\"" or phrases containing \""question\"" often in the context of seeking or providing information."""	9B
20	14921	"""Medical terms, abbreviations, or phrases that are part of a patient's medical history, diagnosis, treatment, or test results."""	9B
20	14922	"""Colon or percentage sign often used in medical notation, particularly in laboratory results and medical abbreviations."""	9B
20	14924	"""Medical instructions, actions, or notable findings, often indicating a change in treatment or a significant observation."""	9B
20	14925	"""Fractures or broken bones, including specific locations and related terms."""	9B
20	14928	"""Numerical values, units of measurement, and medical abbreviations or terminology, particularly those related to laboratory results, medication, and dosing instructions."""	9B
20	14929	"""Proper nouns or words that are part of a proper noun, particularly names of organizations, people, or specific medical terms, and words that are part of a specific instruction or directive."""	9B
20	14930	"""The token \""left\"" is consistently activated across various medical contexts, suggesting that the model is recognizing the term \""left\"" as a spatial descriptor in medical imaging and examination findings."""	9B
20	14931	"""Medical terms or concepts, particularly those related to surgical procedures, medical history, or post-operative care."""	9B
20	14932	"""Communication or information exchange, particularly responses or updates."""	9B
20	14937	"""The activation patterns are associated with the verb \""obtain\"" in various forms, indicating that the model is recognizing instances where medical professionals are acquiring or gathering information, test results, or medical images."""	9B
20	14939	"""The activation patterns suggest that the important tokens are related to the performance or execution of a procedure, examination, or assessment, often denoted by the verb \""conducted\""."""	9B
20	14940	"""The first part of a word or phrase that is often an abbreviation or a common medical term, especially when it is the start of a medical instruction or diagnosis."""	9B
